0	0	561
0	9	565
0	14	566
0	18	567
0	30	568
0	31	569
0	35	570
0	41	571
0	44	420
0	65	421
0	70	422
0	78	420
0	92	705
0	97	706
0	104	707
0	105	301
0	108	261
0	119	265
0	125	266
0	127	267
0	130	196
0	141	198
0	145	614
0	165	618
1	0	561
1	9	563
1	11	565
1	13	566
1	18	567
1	30	568
1	35	570
1	41	571
1	46	420
1	64	421
1	69	420
1	70	422
1	78	420
1	92	705
1	97	706
1	103	707
1	105	301
1	108	261
1	119	262
1	120	265
1	125	266
1	127	267
1	130	196
1	141	198
1	145	614
1	165	618
2	0	561
2	9	562
2	16	566
2	18	567
2	31	568
2	35	570
2	41	571
2	47	420
2	62	421
2	68	420
2	70	422
2	75	423
2	80	420
2	90	705
2	96	706
2	101	707
2	105	301
2	111	261
2	118	262
2	125	263
2	126	266
2	128	267
2	130	196
2	141	198
2	145	614
2	165	618
3	0	561
3	9	562
3	15	564
3	17	566
3	19	567
3	31	568
3	34	570
3	42	571
3	47	419
3	48	420
3	60	421
3	68	420
3	70	422
3	75	423
3	80	420
3	90	705
3	96	706
3	101	707
3	104	301
3	113	261
3	118	262
3	125	263
3	128	264
3	131	209
3	142	614
3	165	615
3	171	618
4	0	752
4	1	753
4	3	755
4	10	562
4	15	564
4	19	567
4	20	564
4	23	567
4	28	557
4	35	570
4	36	558
4	43	571
4	47	419
4	49	420
4	58	421
4	68	420
4	70	422
4	75	423
4	80	420
4	90	705
4	95	706
4	100	707
4	104	301
4	114	261
4	119	258
4	121	262
4	125	263
4	128	264
4	131	209
4	142	614
4	165	615
4	171	618
5	0	752
5	1	753
5	3	755
5	10	562
5	15	564
5	27	557
5	36	558
5	45	571
5	47	419
5	49	420
5	56	421
5	66	420
5	70	422
5	75	423
5	79	424
5	83	420
5	90	705
5	94	706
5	100	707
5	104	301
5	115	261
5	119	258
5	121	262
5	123	259
5	127	248
5	128	260
5	131	209
5	142	614
5	165	615
6	0	752
6	1	753
6	3	755
6	11	562
6	15	564
6	26	557
6	35	558
6	47	419
6	50	420
6	55	421
6	64	420
6	70	422
6	75	423
6	79	424
6	83	319
6	90	704
6	98	706
6	99	707
6	103	708
6	104	301
6	116	261
6	119	253
6	120	258
6	121	259
6	127	248
6	128	260
6	131	209
6	142	614
6	165	615
7	0	752
7	1	753
7	3	755
7	12	562
7	15	564
7	25	557
7	34	558
7	47	419
7	50	420
7	55	421
7	63	420
7	70	422
7	75	423
7	79	424
7	83	319
7	90	704
7	98	707
7	101	708
7	104	301
7	116	261
7	118	253
7	121	259
7	127	248
7	128	260
7	131	209
